Song,Artist,State,Lat,Long,Song_Release_Year,Song_Release_Month
"""Porgy and Bess"" Suite (Catfish Row): Catfish Row","['George Gershwin', 'Chicago Symphony Orchestra', 'James Levine']",New York,40.0,-74.0,1935,September
Appalachian Spring: I. Very Slowly,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-74.0,1945,October
Appalachian Spring: II. Allegro,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-74.0,1945,October
Appalachian Spring: III. Moderato,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-75.0,1944,October
Appalachian Spring: IV. Quite Fast,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-74.0,1944,November
Appalachian Spring: V. Subito allegro,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,41.0,-74.0,1945,October
Appalachian Spring: VI. Meno mosso,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,41.0,-74.0,1945,October
Appalachian Spring: VII. Doppio movimento,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-75.0,1944,November
Appalachian Spring: VIII. Coda. Moderato,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York State,42.0,-75.0,1945,October
"Symphony No. 5 in C-Sharp Minor, Part. I: 1. Trauermarsch. In gemessenem Schritt. Streng. Wie ein Kondukt","['Gustav Mahler', 'Swedish Radio Symphony Orchestra', 'Daniel Harding']",Austria,48.0,14.0,1904,October
"Symphony No. 5 in C-Sharp Minor, Part. I: 2. Stürmisch bewegt. Mit größter Vehemenz","['Gustav Mahler', 'Swedish Radio Symphony Orchestra', 'Daniel Harding']",Austria,48.0,14.0,1904,July
"Symphony No. 5 in C-Sharp Minor, Part. II: 3. Scherzo. Kräftig, nicht zu schnell","['Gustav Mahler', 'Swedish Radio Symphony Orchestra', 'Daniel Harding']",Austria,48.0,14.0,1904,July
"Symphony No. 5 in C-Sharp Minor, Part. III: 4. Adagietto. Sehr langsam","['Gustav Mahler', 'Swedish Radio Symphony Orchestra', 'Daniel Harding']",Austria,48.2,16.3667,1904,April
"Symphony No. 5 in C-Sharp Minor, Part. III: 5. Rondo-Finale. Allegro - Allegro giocoso. Frisch","['Gustav Mahler', 'Swedish Radio Symphony Orchestra', 'Daniel Harding']",Austria,47.0,14.0,'1904','December'
"Symphony No. 6: I. Allegro energico, ma non troppo - Heftig aber markig","['Gustav Mahler', 'Boston Symphony Orchestra', 'James Levine']",Austria,48.0,14.0,1906,September
Symphony No. 6: II. Andante Moderato,"['Gustav Mahler', 'Boston Symphony Orchestra', 'James Levine']",Austria,48.0,14.0,1906,September
Symphony No. 6: III. Scherzo - Wuchtig,"['Gustav Mahler', 'Boston Symphony Orchestra', 'James Levine']",Austria,48.0,14.0,1906,September
Symphony No. 6: IV. Finale - Allegro Moderato,"['Gustav Mahler', 'Boston Symphony Orchestra', 'James Levine']",Austria,48.0,14.0,1906,May
"Symphony No. 1 in C Minor, Op. 68: I. Un poco sostenuto—Allegro","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,51.0,9.0,January,10
"Symphony No. 1 in C Minor, Op. 68: II. Andante sostenuto","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,53.0,10.0,1876,May
"Symphony No. 1 in C Minor, Op. 68: III. Un poco allegretto e grazioso","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,53.5511,9.9937,1876,January
"Symphony No. 1 in C Minor, Op. 68: IV. Adagio—Più Andante—Allegro non troppo ma con brio—Più Allegro","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,51.1657,10.4515,1876,1
"Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,51.0,9.0,1877,November
"Symphony No. 2 in D Major, Op. 73: II. Adagio non troppo","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,0,0,N/A,N/A
"Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso (quasi andantino)","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,0,0,N/A,N/A
"Symphony No. 2 in D Major, Op. 73: IV. Allegro con spirito","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,0,0,N/A,N/A
"Symphony No. 3 in F Major, Op. 90: I. Allegro con brio","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,48.0,9.0,1883,May
"Symphony No. 3 in F Major, Op. 90: II. Andante","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,51.0,9.0,1883,May
"Symphony No. 3 in F Major, Op. 90: III. Poco Allegretto","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,53.0,9.0,1883,May
"Symphony No. 3 in F Major, Op. 90: IV. Allegro—Un poco sostenuto","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,52.0,10.0,1883,May
"Symphony No. 4 in E Minor, Op. 98: I. Allegro non troppo","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,53.5511,-9.9937,1885,October
"Symphony No. 4 in E Minor, Op. 98: II. Andante moderato","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,53.0,9.0,1885,October
"Symphony No. 4 in E Minor, Op. 98: III. Allegro giocoso","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,10.0,9.0,1885,January
"Symphony No. 4 in E Minor, Op. 98: IV. Allegro energico e passionato","['Johannes Brahms', 'Boston Symphony Orchestra', 'Andris Nelsons']",Germany,53.0,10.0,1885,January
"Music For Strings, Percussion And Celesta, Sz. 106: 1. Andante tranquillo","['Béla Bartók', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Hungary,47.0,19.0,1936,September
"Boléro, M. 81","['Maurice Ravel', 'Berliner Philharmoniker', 'Herbert von Karajan']",France,45.0,2.0,1928,November
"La valse, M. 72 - Choreographic poem, for Orchestra: La valse","['Maurice Ravel', 'Berliner Philharmoniker', 'Pierre Boulez']",France,48.0,2.0,1920,April
"Piano Concerto in G Major, M. 83: I. Allegramente","['Maurice Ravel', 'Martha Argerich', 'London Symphony Orchestra', 'Claudio Abbado']",France,0,0,N/A,N/A
"Jeux d'eau, M. 30","['Maurice Ravel', 'Martha Argerich']",France,-20.0,15.0,1901,November
"Piano Trio in A minor, M. 67: 1. Modéré","['Maurice Ravel', 'Beaux Arts Trio']",France,48.858844,2.294351,1914,October
"Piano Trio in A minor, M. 67: 2. Pantoum (Assez vif)","['Maurice Ravel', 'Beaux Arts Trio']",France,45.0,4.0,1914,November
"Piano Trio in A minor, M. 67: 3. Passacaille (Très large)","['Maurice Ravel', 'Beaux Arts Trio']",France,45.0,2.0,1915,May
"Piano Trio in A minor, M. 67: 4. Final (Animé)","['Maurice Ravel', 'Beaux Arts Trio']",France,48.0,2.0,1915,March
"Tzigane, Concert Rhapsody, M. 76a","['Maurice Ravel', 'Salvatore Accardo', 'London Symphony Orchestra', 'Claudio Abbado']",France,48.0,2.0,1924,May
"Scheherazade, Op. 35: The Sea And Sinbad's Ship (Largo e maestoso - Lento - Allegro non troppo - Tranquillo)","['Nikolai Rimsky-Korsakov', 'Joseph Silverstein', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Russia,59.0,33.0,1888,May
"Scheherazade, Op. 35: The Story Of The Calender Prince (Lento - Andantino - Allegro molto - Vivace scherzando - Moderato assai - Allegro molto ed animato)","['Nikolai Rimsky-Korsakov', 'Joseph Silverstein', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Russia,-60.0,100.0,1888,June
"Scheherazade, Op. 35: The Young Prince And The Young Princess (Andantino quasi allegretto - Pochissimo più mosso - Come prima - Pochissimo più animato)","['Nikolai Rimsky-Korsakov', 'Joseph Silverstein', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Russia,59.0,30.0,1888,June
"Scheherazade, Op. 35: Festival At Bagdad. The Sea. The Shipwreck Against A Rock Surmounted By A Bronze Warrior (The Shipwreck) (Allegro molto - Lento - Vivo - Allegro non troppo e maestoso - Tempo come I)","['Nikolai Rimsky-Korsakov', 'Joseph Silverstein', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Russia,59.0,100.0,1888,June
"Symphony No. 5 in E-Flat Major, Op. 82: 1. Tempo molto moderato - Largamente - Allegro moderato","['Jean Sibelius', 'Sir Colin Davis', 'Boston Symphony Orchestra']",Finland,61.0,26.0,1915,May
"Symphony No. 5 in E-Flat Major, Op. 82: 2. Andante mosso, quasi allegretto","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,61.0,27.0,1915,July
"Symphony No. 5 in E-Flat Major, Op. 82: 3. Allegro molto","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,60.0,26.0,1915,August
"Symphony No. 7 in C Major, Op. 105: Adagio -","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,65.0,26.0,1924,March
"Symphony No. 7 in C Major, Op. 105: Vivacissimo - Adagio -","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,61.0,-26.0,1924,May
"Symphony No. 7 in C Major, Op. 105: Allegro molto moderato - Allegro moderato -","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,65.0,27.0,1924,August
"Symphony No. 7 in C Major, Op. 105: Vivace - Presto - Adagio - Largamente molto -","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,61.0,26.0,1924,January
"Symphony No. 7 in C Major, Op. 105: Affettuoso","['Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis']",Finland,65.0,26.0,1925,January
"Symphony No. 2 In D Major, Op. 73: 1. Allegro non troppo","['Johannes Brahms', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Germany,53.0,10.0,1877,October
"Symphony No. 2 In D Major, Op. 73: 2. Adagio non troppo - L'istesso tempo, ma grazioso","['Johannes Brahms', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Germany,10.0,9.0,1877,September
"Symphony No. 2 In D Major, Op. 73: 3. Allegretto grazioso ( Quasi andantino) - Presto ma non assai","['Johannes Brahms', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Germany,10.0,51.0,1877,April
"Symphony No. 2 In D Major, Op. 73: 4. Allegro con spirito","['Johannes Brahms', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Germany,52.0,10.0,1877,November
Semiramide: Overture,"['Gioachino Rossini', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Italy,43.0,12.0,1823,February
"Moto perpetuo, Op. 11","['Niccolò Paganini', 'Boston Symphony Orchestra', 'Seiji Ozawa']",Italy,44.0,12.0,1817,'October'
"Symphony No. 6 in B Minor, Op. 54: III. Presto - Live at Symphony Hall, Boston / 2017","['Dmitri Shostakovich', 'Boston Symphony Orchestra', 'Andris Nelsons']",Massachusetts,42.0,-71.0,2017,April
Symphony No. 3: I. Molto moderato,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-74.0,1946,October
Symphony No. 3: II. Allegro molto,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,0,0,N/A,N/A
Symphony No. 3: III. Andantino quasi allegretto,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-74.0,1946,March
Symphony No. 3: IV. Molto deliberato,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,41.0,-74.0,1946,November
Symphony for Organ and Orchestra: I. Prelude. Andante,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",New York,42.0,-74.0,1924,January
DR. WHOEVER,['Aminé'],Oregon,0,0,N/A,N/A
HICCUP (feat. Gunna),"['Aminé', 'Gunna']",Oregon,45.0,122.0,2020,July
REEL IT IN,['Aminé'],Oregon,45.0,122.0,2018,July
BLACKJACK,['Aminé'],Oregon,45.0,-122.0,2016,December
WHY?,['Aminé'],Oregon,45.0,122.0,2019,July
SHINE,['Aminé'],Oregon,45.5051,-122.675,2016,July
CHINGY,['Aminé'],Missouri,38.0,-92.0,"2003

Oregon",'July'
DAPPERDAN (feat. G Herbo),"['Aminé', 'G Herbo']",Oregon,45.0,123.8,-637.5,-122
CANTU,['Aminé'],Oregon,45.0,122.0,2016,July
SUGARPARENTS (feat. Rico Nasty),"['Aminé', 'Rico Nasty']",Oregon,45.0,118.0,122,-123
STFU2,['Aminé'],Oregon,45.0,122.0,'2020','August'
RATCHET SATURN GIRL,['Aminé'],Oregon,45.0,-122.0,2014,July
TOGETHER,['Aminé'],Oregon,45.0,-123.0,2020,August
Lemme Freak,['Lil Dicky'],Pennsylvania,40.0,-77.0,2014,September
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),"['Lil Dicky', 'Fetty Wap', 'Rich Homie Quan']",Pennsylvania,40.0,-77.0,2015,July
Pillow Talking (feat. Brain),"['Lil Dicky', 'Brain']",Pennsylvania,40.896,-77.838,2017,April
Foundry,"['John Mackey', 'North Texas Wind Symphony', 'Eugene Migliaro Corporon']",Texas,30.0,-100.0,2014,December
Flowers in Your Hair,['The Lumineers'],Colorado,39.0,-105.0,2012,April
Submarines,['The Lumineers'],Colorado,39.0,-105.0,2012,July
Dead Sea,['The Lumineers'],Colorado,40.0,105.0,2012,September
Stubborn Love,['The Lumineers'],Colorado,40.0,-105.0,2012,August
Big Parade,['The Lumineers'],Colorado,39.0,-105.0,2012,September
Flapper Girl,['The Lumineers'],Colorado,40.0,-105.0,2012,April
Morning Song,['The Lumineers'],Colorado,39.0,105.0,2016,August
Ho Hey,['The Lumineers'],Colorado,39.0,105.0,2012,April
Charlie Boy,['The Lumineers'],Colorado,39.0,-105.0,2012,March
I Feel It All,['Feist'],Canada,45.0,75.0,2007,April
My Moon My Man,['Feist'],Canada,45.0,-75.0,2007,September
Sealion,['Feist'],Ontario,45.0,-75.0,2017,May
Past In Present,['Feist'],Canada,45.0,-75.0,2007,October
I Feel It All - Escort Remix,['Feist'],Canada,43.0,-79.0,2008,October
Sealion - Chromeo Remix,['Feist'],Canada,43.7417,-79.3733,2010,March
My Moon My Man - Boys Noize Classic Mix,['Feist'],Canada,45.0,75.0,2007,September
1234 - Van She Remix,['Feist'],Australia,-25.0,135.0,2008,July
Fightin' Away The Tears,"['Mocky', 'Feist']",Germany,52.0,13.0,2021,September
My Moon My Man - Grizzly Bear Remix,['Feist'],Canada,45.0,-75.0,2007,August
Islands In The Stream,"['Feist', 'Constantines']",Canada,45.0,-75.0,2007,March
Michigan,['The Milk Carton Kids'],California,34.0,-118.0,2013,July
Before Paris,['Tom Misch'],United Kingdom,51.5074,-0.1278,2014,April
Lost in Paris,"['Tom Misch', 'GoldLink']",United Kingdom,51.0,0.0,2017,September
Movie,['Tom Misch'],United Kingdom,51.5074,-0.1278,2018,April
Tick Tock,['Tom Misch'],United Kingdom,51.0,0.0,2018,April
It Runs Through Me,"['Tom Misch', 'De La Soul']",UK,51.0,-0.0,2018.,August
Isn't She Lovely,['Tom Misch'],United Kingdom,51.0,-0.0,2017,June
Disco Yes,"['Tom Misch', 'Poppy Ajudha']",England,50.0,-1.0,2013,November
Man Like You,['Tom Misch'],United Kingdom,51.0,-0.0,2014,November
Water Baby,"['Tom Misch', 'Loyle Carner']",England,51.0,0.0,2018,March
You're On My Mind,['Tom Misch'],England,51.0,0.0,2014,July
Cos I Love You,['Tom Misch'],England,51.509865,-0.118092,2014,April
We've Come So Far,['Tom Misch'],UK,51.0,-0.0,2018,March
(Fuck A) Silver Lining,['Panic! At The Disco'],Nevada,37.0,-116.0,2018,April
Say Amen (Saturday Night),['Panic! At The Disco'],Nevada,37.0,115.0,2018,March
"Hey Look Ma, I Made It",['Panic! At The Disco'],Nevada,36.0,-115.0,2018,June
High Hopes,['Panic! At The Disco'],Nevada,36.0,-115.0,2018,May
Roaring 20s,['Panic! At The Disco'],Nevada,36.0,115.0,2018,January
Dancing's Not a Crime,['Panic! At The Disco'],Nevada,39.876019,-117.224121,2018,April
One of the Drunks,['Panic! At The Disco'],Nevada,36.0,-115.0,2018,December
The Overpass,['Panic! At The Disco'],Nevada,36.0,-115.0,2017,May
King of the Clouds,['Panic! At The Disco'],Nevada,39.0,-119.0,2018,June
Old Fashioned,['Panic! At The Disco'],Nevada,36.0,115.0,2005,'August'
all my friends,['21 Savage'],Georgia,33.0,-84.0,2019,July
It Happened in Monterrey,['Rodney Booth'],Mexico,25.0,-100.0,2021,July
It Don't Mean a Thing If It Ain't Got That Swing,['Rodney Booth'],California,36.0,-119.0,2020,July
My Foolish Heart,['Rodney Booth'],California,36.0,-119.0,2021,July
All Or Nothing At All,['Rodney Booth'],Canada,49.0,112.0,2015,August
Just the Way You Look Tonight,['Rodney Booth'],England,51.0,0.0,2020,March
I Thought About You,['Rodney Booth'],Texas,30.0,-100.0,2019,September
I Wanna Be Around,['Rodney Booth'],Canada,49.0,-114.0,2021,November
Is You Is Or Is You Ain't My Baby,['Rodney Booth'],New York,42.0,-74.0,20,September
Summer Wind,['Rodney Booth'],Canada,53.7267,-127.6476,2021,September
That's All,['Rodney Booth'],Canada,50.0,-85.0,2020,September
Easy to Love,"['Marshall Gilkes', 'The WDR Big Band', 'Johan Hörlen']",New York,40.0,-74.0,2011,November
Shofukan,['Snarky Puppy'],Texas,29.0,100.0,2014,February
"Hey, It's Me You're Talkin' To","[""One O'Clock Lab Band""]",Texas,33.0,-97.0,2021,September
Train,"[""One O'Clock Lab Band""]",California,37.0,-120.0,2003,May
Blues for Kazu,"[""One O'Clock Lab Band""]",Texas,33.0,-97.0,2008,February
Birds of a Feather...,"[""One O'Clock Lab Band""]",Texas,33.0,-97.0,2020,February
Every Little Thing She Does Is Magic - Remastered 2003,['The Police'],England,51.0,0.0,2003,September
Invisible Sun - Remastered 2003,['The Police'],England,51.509865,-0.118092,N/A,September 2003
Hungry For You - Remastered 2003,['The Police'],England,51.0,-0.1,2003,October
Demolition Man - Remastered 2003,['The Police'],England,51.0,0.0,2003,September
One World (Not Three) - Remastered 2003,['The Police'],England,51.0,-0.13,2003,July
Intro,['J. Cole'],North Carolina,36.0,-79.0,2007,February
Livvin,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2015,September
Wngs,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2016,September
Best One,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2016,October
Lyk Dis,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2016,October
Can’t Stop,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,36.0,-119.0,2016,September
Get Bigger / Do U Luv,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2016,October
Khadijah,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2015,October
H.A.N.,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,36.7783,-119.4179,2015,October
Scared Money,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,37.0,-122.0,2015,December
Starlite,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,33.0,118.0,'2015','August'
Sidepiece,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2015,December
Jodi,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,118.0,2015,September
Link Up,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,37.0,-120.0,2015,September
Another Time,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",California,34.0,-118.0,2015,September
Fkku,"['NxWorries', 'Anderson .Paak', 'Knxwledge']",United States,34.0522,-118.2437,2015,September
The Chase (feat. Kadhja Bonet),"['Anderson .Paak', 'Kadhja Bonet']",California,-38.4161,-122.678,'2019','July'
Headlow (feat. Norelle),"['Anderson .Paak', 'Norelle']",California,34.0,118.0,2016,April
Tints (feat. Kendrick Lamar),"['Anderson .Paak', 'Kendrick Lamar']",California,35.0,-119.0,2018,October
Who R U?,['Anderson .Paak'],California,34.0,-118.0,2018,November
6 Summers,['Anderson .Paak'],California,35.0,-119.0,2018,July
Saviers Road,['Anderson .Paak'],California,34.0,-118.0,2018,September
Smile/Petty (feat. Sonyae Elise),"['Anderson .Paak', 'Sonyae']",California,34.0522,-118.2437,2018,October
Mansa Musa (feat. Dr. Dre & Cocoa Sarai),"['Anderson .Paak', 'Cocoa Sarai', 'Dr. Dre']",California,36.0,-119.0,2016,January
Brother's Keeper (feat. Pusha T),"['Anderson .Paak', 'Pusha T']",California,33.0,-118.0,2021,September
"Anywhere (feat. Snoop Dogg & The Last Artful, Dodgr)","['Anderson .Paak', 'Snoop Dogg', 'The Last Artful, Dodgr']",California,36.7783,-119.4179,2019,May
Trippy (feat. J. Cole),"['Anderson .Paak', 'J. Cole']",California,36.0,-119.0,2019,November
Sweet Chick (feat. BJ The Chicago Kid),"['Anderson .Paak', 'BJ The Chicago Kid']",California,34.0,-118.0,2016,August
Left To Right,['Anderson .Paak'],California,35.0,-119.0,2015,September
Home Is,"['Jacob Collier', 'VOCES8']",England,51.0,-0.1,2016,August
"Ocean Wide, Canyon Deep (feat. Laura Mvula)","['Jacob Collier', 'Metropole Orkest', 'Jules Buckley', 'Laura Mvula']",England,51.0,0.0,2022,January
Once You (feat. Suzie Collier),"['Jacob Collier', 'Metropole Orkest', 'Jules Buckley', 'Suzie Collier']",England,51.0,-1.0,2021,July
"Baby, it's Cold Outside (From ""Neptune's Daughter"")","['Ricardo Montalban', 'Esther Williams', 'MGM Studio Orchestra', 'Georgie Stoll']",Mexico,21.0,-102.0,1949,August
Strasbourg / St. Denis,['Roy Hargrove'],Texas,29.0,-100.0,2008,January
Take on Me,['a-ha'],Norway,60.0,10.0,1984,October
Dirty Paws,['Of Monsters and Men'],Iceland,65.0,-18.0,2012,August
Song of ‘Almah for marimba/cello (I - Rose of Sharon),['Andrew Beall'],New York,40.0,-74.0,2018,February
"Lincoln Portrait, For Speaker And Orchestra","['Aaron Copland', 'Gregory Peck', 'Los Angeles Philharmonic', 'Zubin Mehta']",New York,42.0,74.0,1942,February
Him & I (with Halsey),"['G-Eazy', 'Halsey']",California,37.0,-120.0,2017,December
Sober,"['G-Eazy', 'Charlie Puth']",California,37.0,-120.0,2017,April
No Less,"['G-Eazy', 'SG Lewis', 'Louis Mattrs']",California,37.0,120.0,2015,October
Mbira 1,['Ken Schaphorst Big Band'],Massachusetts,42.0,-71.0,2002,September
Dial up,['Childish Gambino'],California,34.0,-118.0,2010,December
IV. Sweatpants,['Childish Gambino'],California,33.0,-118.0,2014,August
Playing Around Before The Party Starts,['Childish Gambino'],California,0,0,N/A,N/A
Death By Numbers,['Childish Gambino'],California,34.0,-118.0,2021,December
I. Flight Of The Navigator,['Childish Gambino'],Georgia,33.0,-84.0,2013,April
II. Zealots Of Stockholm [Free Information],['Childish Gambino'],Georgia,33.0,-83.0,'2013','February'
III. Urn,['Childish Gambino'],California,33.0,-118.0,2013,December
I. Pink Toes,"['Childish Gambino', 'Jhené Aiko']",Georgia,33.0,-84.0,2013,September
Me and Your Mama,['Childish Gambino'],California,33.0,-118.0,'2016','November'
Have Some Love,['Childish Gambino'],California,37.0,120.0,2016,November
Boogieman,['Childish Gambino'],Georgia,0,0,N/A,N/A
Zombies,['Childish Gambino'],California,34.0,118.0,2012,August
Riot,['Childish Gambino'],California,35.0,119.0,2013,December
Redbone,['Childish Gambino'],Georgia,33.0,84.0,2016,December
California,['Childish Gambino'],California,37.0,-120.0,2016,September
Terrified,['Childish Gambino'],California,34.0,118.0,2016,December
Baby Boy,['Childish Gambino'],California,38.0,-120.0,2013,August
The Night Me and Your Mama Met,['Childish Gambino'],Georgia,33.749,-84.388,2016,December
Stand Tall,['Childish Gambino'],Georgia,33.0,-83.0,2016,"""December"""
I Might Need Security,['Chance the Rapper'],Illinois,41.0,-87.0,2018,July
The Crane Wife 3,['The Decemberists'],Oregon,45.0,122.0,2006,September
The Island: Come And See/The Landlord's Daughter/You'll Not Feel The Drowning,['The Decemberists'],Oregon,45.0,122.0,2006,January
Yankee Bayonet (I Will Be Home Then),['The Decemberists'],Oregon,45.0,-122.0,2006,March
O Valencia!,['The Decemberists'],Oregon,44.0,123.0,2006,March
The Perfect Crime #2,['The Decemberists'],Oregon,44.0,-122.0,2009,April
When The War Came,['The Decemberists'],Oregon,45.0,-122.0,2006,March
Shankill Butchers,['The Decemberists'],Oregon,44.0,122.0,2006,January
Summersong,['The Decemberists'],Oregon,44.0,-123.0,2006,July
The Crane Wife 1 & 2,['The Decemberists'],Oregon,45.0,123.0,2006,October
Sons & Daughters,['The Decemberists'],Scotland,55.0,-3.0,2006,March
Culling Of The Fold,['The Decemberists'],Oregon,44.0,-122.0,2011,June
Dying in LA,['Panic! At The Disco'],Nevada,36.0,-115.0,2018,September
Trade It All,['Cory Henry'],New York,40.0,74.0,2018,November
Send Me a Sign,"['Cory Henry', 'Robert Randolph']",United States,40.0,-100.0,2018,June
"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix","['Hundred Waters', 'Chance the Rapper', 'Moses Sumney', 'Robin Hannibal', 'Skrillex']",Florida,30.0,-84.0,2017,October
South of the River,['Tom Misch'],United Kingdom,51.5074,0.1278,2018,July
Diamonds,['Ben Howard'],England,51.0,-1.0,2012,March
Only Love,['Ben Howard'],England,51.5074,-0.1278,2011,May
Keep Your Head Up,['Ben Howard'],England,0,0,N/A,N/A
Move Like You Want - Live,['Ben Howard'],England,51.5074,-0.1278,2021,September
Old Pine - Spotify - Rockfeedback Session,['Ben Howard'],United Kingdom,51.0,-1.0,2010,December
Feeling Whitney,['Post Malone'],New York,41.0,-74.0,2016,August
Maui-Waui,['Chuck Mangione'],New York,42.0,75.0,1982,January
"Theme From ""Side Street""",['Chuck Mangione'],New York,42.0,-74.0,1988,March
Hide & Seek (Ready Or Not Here I Come),['Chuck Mangione'],New York,43.0,75.0,1977,September
Last Dance,['Chuck Mangione'],New York,44.0,-74.0,1977,September
The XIth Commandment,['Chuck Mangione'],New York,42.0,-75.0,1975,July
Feels So Good,['Chuck Mangione'],New York,36.0,78.0,1977,September
Don’t You Know - Live,"['Snarky Puppy', 'Jacob Collier', 'Big Ed Lee']",Texas,29.0,-100.0,2019,September
What About Me?,['Snarky Puppy'],Texas,29.0,95.0,2016,August
Lingus,['Snarky Puppy'],Texas,30.0,-100.0,2014,September
Mirror,['Madison Ryann Ward'],Texas,30.0,-97.0,2018,September
Bent Nails,['Snarky Puppy'],Texas,29.0,-98.0,2014,February
Binky,['Snarky Puppy'],Texas,30.0,-97.0,2019,September
Quarter Master,['Snarky Puppy'],Texas,30.0,100.0,2013,April
ATM,['J. Cole'],North Carolina,35.0,79.0,2021,August
Motiv8,['J. Cole'],North Carolina,35.0,-80.0,2019,March
Once an Addict - Interlude,['J. Cole'],North Carolina,35.0,79.0,2018,September
Kevin’s Heart,['J. Cole'],North Carolina,35.0,79.0,2018,April
The Best of What's Around,['Dave Matthews Band'],Virginia,38.0,-78.0,1994,November
What Would You Say,['Dave Matthews Band'],Virginia,37.0,-78.0,1994,September
Satellite,['Dave Matthews Band'],Virginia,38.0,-78.0,1995,March
Rhyme & Reason,['Dave Matthews Band'],Virginia,38.0,-78.0,'1994','June'
Typical Situation,['Dave Matthews Band'],Virginia,38.0,-78.0,'2001','March'
